case_id,activity,timestamp,lifecycle_state,resource,site,deviation_type,severity,regulatory_deadline_days
DEV-2025-00010,Root Cause Analysis,2025-11-21 16:14:57,complete,QA Investigator,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Proposed,2025-11-22 03:17:52,start,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Proposed,2025-11-25 14:45:53,complete,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Approved,2025-11-25 22:03:23,start,Quality Council,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Approved,2025-11-26 19:14:24,complete,Quality Council,Barcelona,Production,Major,60
DEV-2025-00010,Root Cause Analysis,2025-12-15 07:51:26,start,QA Investigator,Barcelona,Production,Major,60
DEV-2025-00010,Root Cause Analysis,2025-12-17 09:56:31,complete,QA Investigator,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Proposed,2025-12-17 18:23:18,start,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Proposed,2025-12-19 15:44:17,complete,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Approved,2025-12-21 03:58:10,start,Quality Council,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Approved,2025-12-24 08:38:52,complete,Quality Council,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Implemented,2025-12-24 20:25:49,start,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,CAPA Implemented,2025-12-27 06:36:45,complete,CAPA Owner,Barcelona,Production,Major,60
DEV-2025-00010,Effectiveness Check,2025-12-27 17:50:16,start,QA Investigator,Barcelona,Production,Major,60
DEV-2025-00010,Effectiveness Check,2026-01-07 11:26:36,complete,QA Investigator,Barcelona,Production,Major,60
DEV-2025-00010,Closed,2026-01-07 16:18:11,complete,Site Quality Manager,Barcelona,Production,Major,60
DEV-2025-00011,Deviation Opened,2025-09-28 22:49:01,complete,Production Supervisor,Barcelona,Production,Minor,90
DEV-2025-00011,Initial Assessment,2025-09-29 03:11:02,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,Initial Assessment,2025-09-29 05:45:51,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,Investigation Assigned,2025-10-02 09:35:31,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,Investigation Assigned,2025-10-02 10:25:21,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,Root Cause Analysis,2025-10-02 14:34:10,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,Root Cause Analysis,2025-10-16 23:00:05,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Proposed,2025-10-17 02:41:47,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Proposed,2025-10-18 00:34:41,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Approved,2025-10-19 00:39:47,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Approved,2025-10-24 08:52:51,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,Root Cause Analysis,2025-11-07 04:34:44,start,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,Root Cause Analysis,2025-11-18 11:25:45,complete,QA Investigator,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Proposed,2025-11-18 15:51:16,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Proposed,2025-11-20 02:48:24,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Approved,2025-11-20 15:33:38,start,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Approved,2025-11-22 04:50:43,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Implemented,2025-11-22 17:45:54,start,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,CAPA Implemented,2025-11-25 07:07:18,complete,CAPA Owner,Barcelona,Production,Minor,90
DEV-2025-00011,Closed,2025-11-25 09:49:07,complete,Site Quality Manager,Barcelona,Production,Minor,90
DEV-2025-00012,Deviation Opened,2025-06-30 21:35:00,complete,Production Supervisor,Lyon,Packaging,Minor,90
DEV-2025-00012,Initial Assessment,2025-07-01 04:59:36,start,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Initial Assessment,2025-07-01 09:06:04,complete,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Investigation Assigned,2025-07-02 03:06:07,start,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,Investigation Assigned,2025-07-02 04:29:47,complete,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,Root Cause Analysis,2025-07-02 16:35:15,start,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Root Cause Analysis,2025-07-06 11:08:39,complete,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Proposed,2025-07-07 15:13:56,start,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Proposed,2025-07-11 14:15:55,complete,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Approved,2025-07-12 00:20:58,start,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Approved,2025-07-12 20:50:02,complete,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,Root Cause Analysis,2025-07-31 07:31:38,start,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Root Cause Analysis,2025-08-08 11:42:27,complete,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Proposed,2025-08-08 21:04:25,start,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Proposed,2025-08-11 01:09:46,complete,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Approved,2025-08-11 03:58:17,start,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Approved,2025-08-13 03:40:15,complete,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Implemented,2025-08-13 10:51:42,start,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,CAPA Implemented,2025-08-17 20:21:48,complete,CAPA Owner,Lyon,Packaging,Minor,90
DEV-2025-00012,Effectiveness Check,2025-08-18 12:52:30,start,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Effectiveness Check,2025-08-26 10:58:24,complete,QA Investigator,Lyon,Packaging,Minor,90
DEV-2025-00012,Closed,2025-08-26 13:51:06,complete,Site Quality Manager,Lyon,Packaging,Minor,90
DEV-2025-00013,Deviation Opened,2025-06-27 06:40:14,complete,Production Supervisor,Milan,Distribution,Minor,90
DEV-2025-00013,Initial Assessment,2025-06-27 13:20:27,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,Initial Assessment,2025-06-27 17:58:44,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,Investigation Assigned,2025-06-28 07:51:11,start,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00013,Investigation Assigned,2025-06-28 08:41:03,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00013,Root Cause Analysis,2025-06-28 20:51:33,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,Root Cause Analysis,2025-07-10 03:29:26,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Proposed,2025-07-10 06:40:40,start,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Proposed,2025-07-12 23:00:18,complete,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Approved,2025-07-13 05:34:26,start,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Approved,2025-07-14 10:40:05,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Implemented,2025-07-14 22:07:21,start,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00013,CAPA Implemented,2025-07-27 15:32:12,complete,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00013,Effectiveness Check,2025-07-29 12:46:35,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,Effectiveness Check,2025-08-15 01:08:26,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00013,Closed,2025-08-15 04:43:00,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,Deviation Opened,2025-10-10 08:34:11,complete,Production Supervisor,Milan,Distribution,Minor,90
DEV-2025-00014,Initial Assessment,2025-10-10 12:31:05,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Initial Assessment,2025-10-10 19:04:43,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Investigation Assigned,2025-10-11 02:58:06,start,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,Investigation Assigned,2025-10-11 05:55:33,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,Root Cause Analysis,2025-10-11 14:50:42,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Root Cause Analysis,2025-10-19 16:41:50,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Proposed,2025-10-20 05:15:01,start,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Proposed,2025-10-24 18:07:44,complete,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Approved,2025-10-25 06:31:54,start,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Approved,2025-10-25 20:12:04,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,Root Cause Analysis,2025-11-04 01:14:34,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Root Cause Analysis,2025-11-13 22:57:38,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Proposed,2025-11-14 10:41:19,start,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Proposed,2025-11-15 13:55:21,complete,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Approved,2025-11-15 18:16:37,start,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Approved,2025-11-17 00:46:22,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Implemented,2025-11-17 10:07:56,start,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,CAPA Implemented,2025-11-24 10:57:17,complete,CAPA Owner,Milan,Distribution,Minor,90
DEV-2025-00014,Effectiveness Check,2025-11-25 10:00:32,start,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Effectiveness Check,2025-11-28 07:58:23,complete,QA Investigator,Milan,Distribution,Minor,90
DEV-2025-00014,Closed,2025-11-28 11:21:41,complete,Site Quality Manager,Milan,Distribution,Minor,90
DEV-2025-00016,Deviation Opened,2025-12-11 20:20:52,complete,Production Supervisor,Barcelona,Laboratory,Minor,90
DEV-2025-00016,Initial Assessment,2025-12-12 06:18:22,start,QA Investigator,Barcelona,Laboratory,Minor,90
DEV-2025-00016,Initial Assessment,2025-12-12 10:19:44,complete,QA Investigator,Barcelona,Laboratory,Minor,90
